food_id,food_name_ar,food_name_en,ingredients_ar,ingredients_en,description_ar,description_en,main_category_ar,main_category_en,calorie_category,rating_avg,image_url
396,لحمة كوسة بيتي,Beef Zucchini homemade,"كوسة، ملح، فلفل أسود، زيت، بصل، طماطم","Zucchini, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كوسة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بيتي.","An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بيتي style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg
397,ورق عنب لحمة بالسمنة البلدي,Vine Leaves Beef with ghee baladi,"لحمة، ملح، فلفل أسود، زيت، بصل، طماطم","Beef, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من لحمة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",لحوم,Meat,High,4.5,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg
398,سلطة أرز في الفرن,Salad Rice in the oven,"أرز، ملح، فلفل أسود، زيت، بصل، طماطم","Rice, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,3.8,https://upload.wikimedia.org/wikipedia/commons/2/22/Salad_plate.jpg
399,فراخ كبدة بالسمنة البلدي,Chicken Liver with ghee baladi,"كبدة، ملح، فلفل أسود، زيت، بصل، طماطم","Liver, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",لحوم,Meat,High,4,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg
400,صينية فول سبايسي,Tray Bake Fava Beans spicy,"فول، ملح، فلفل أسود، زيت، بصل، طماطم","Fava beans, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فول، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.","An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
401,طاجن بطاطس في الفرن,Tagine Potato in the oven,"بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم","Potato, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,4.4,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
402,مسقعة بسلة بلدي,Moussaka Peas baladi,"بسلة، ملح، فلفل أسود، زيت، بصل، طماطم","Peas, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بسلة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.","An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",نباتي,Vegetarian,Low,4.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
403,فراخ فراخ في الفرن,Chicken Chicken in the oven,"فراخ، ملح، فلفل أسود، زيت، بصل، طماطم","Chicken, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فراخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",دواجن,Poultry,Medium,4.4,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg
404,فتة كوسة في الفرن,Fattah Zucchini in the oven,"كوسة، ملح، فلفل أسود، زيت، بصل، طماطم","Zucchini, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كوسة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
405,صينية أرز إسكندراني,Tray Bake Rice Alexandrian style,"أرز، ملح، فلفل أسود، زيت، بصل، طماطم","Rice, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.","An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,3.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
406,لحمة لحمة بالبصل,Beef Beef with onion,"لحمة، ملح، فلفل أسود، زيت، بصل، طماطم","Beef, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من لحمة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالبصل.","An Egyptian dish made with Beef, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",لحوم,Meat,High,3.7,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg
407,محشي ثوم مشوي,Stuffed Garlic grilled,"ثوم، ملح، فلفل أسود، زيت، بصل، طماطم","Garlic, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من ثوم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.","An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/2/29/Mahshi.jpg
408,كفتة ثوم في الفرن,Kofta Garlic in the oven,"ثوم، ملح، فلفل أسود، زيت، بصل، طماطم","Garlic, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من ثوم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
409,لحمة سجق بالبصل,Beef Sausage with onion,"سجق، ملح، فلفل أسود، زيت، بصل، طماطم","Sausage, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالبصل.","An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",لحوم,Meat,High,3.8,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kebab.jpg
410,شوربة فول بالبصل,Soup Fava Beans with onion,"فول، ملح، فلفل أسود، زيت، بصل، طماطم","Fava beans, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فول، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالبصل.","An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",نباتي,Vegetarian,Low,4.9,https://upload.wikimedia.org/wikipedia/commons/f/fa/Lentil_soup.jpg
411,كفتة أرز إسكندراني,Kofta Rice Alexandrian style,"أرز، ملح، فلفل أسود، زيت، بصل، طماطم","Rice, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.","An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,4.5,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
412,فول أرز إسكندراني,Fava Beans Rice Alexandrian style,"أرز، ملح، فلفل أسود، زيت، بصل، طماطم","Rice, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.","An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
413,أرز بامية سبايسي,Rice Okra spicy,"بامية، ملح، فلفل أسود، زيت، بصل، طماطم","Okra, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بامية، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.","An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
414,كفتة فول إسكندراني,Kofta Fava Beans Alexandrian style,"فول، ملح، فلفل أسود، زيت، بصل، طماطم","Fava beans, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فول، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.","An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
415,كفتة سمك بالسمنة البلدي,Kofta Fish with ghee baladi,"سمك، ملح، فلفل أسود، زيت، بصل، طماطم","Fish, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سمك، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",أسماك,Seafood,Medium,3.8,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg
416,سلطة بطاطس مشوي,Salad Potato grilled,"بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم","Potato, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.","An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",نباتي,Vegetarian,Low,3.6,https://upload.wikimedia.org/wikipedia/commons/2/22/Salad_plate.jpg
417,صينية طماطم سبايسي,Tray Bake Tomato spicy,"طماطم، ملح، فلفل أسود، زيت، بصل، طماطم","Tomato, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من طماطم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.","An Egyptian dish made with Tomato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
418,طعمية سمك مشوي,Taameya Fish grilled,"سمك، ملح، فلفل أسود، زيت، بصل، طماطم","Fish, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سمك، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.","An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",أسماك,Seafood,Medium,4,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg
419,محشي كوسة بالبصل,Stuffed Zucchini with onion,"كوسة، ملح، فلفل أسود، زيت، بصل، طماطم","Zucchini, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كوسة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالبصل.","An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",نباتي,Vegetarian,Low,4,https://upload.wikimedia.org/wikipedia/commons/2/29/Mahshi.jpg
420,كشري كبدة سبايسي,Koshari Liver spicy,"كبدة، ملح، فلفل أسود، زيت، بصل، طماطم","Liver, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.","An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",لحوم,Meat,High,4.4,https://upload.wikimedia.org/wikipedia/commons/4/4f/Koshari.jpg
421,كفتة بامية بالسمنة البلدي,Kofta Okra with ghee baladi,"بامية، ملح، فلفل أسود، زيت، بصل، طماطم","Okra, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بامية، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Okra, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",نباتي,Vegetarian,Low,4.6,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
422,كفتة أرز في الفرن,Kofta Rice in the oven,"أرز، ملح، فلفل أسود، زيت، بصل، طماطم","Rice, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,4.2,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
423,سمك فراخ بالبصل,Fish Chicken with onion,"فراخ، ملح، فلفل أسود، زيت، بصل، طماطم","Chicken, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فراخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالبصل.","An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالبصل style.",دواجن,Poultry,Medium,4.1,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg
424,كفتة سمك في الفرن,Kofta Fish in the oven,"سمك، ملح، فلفل أسود، زيت، بصل، طماطم","Fish, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سمك، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",أسماك,Seafood,Medium,4.1,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg
425,سلطة سمك بلدي,Salad Fish baladi,"سمك، ملح، فلفل أسود، زيت، بصل، طماطم","Fish, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سمك، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.","An Egyptian dish made with Fish, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",أسماك,Seafood,Medium,3.7,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg
426,فراخ ثوم بلدي,Chicken Garlic baladi,"ثوم، ملح، فلفل أسود، زيت، بصل، طماطم","Garlic, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من ثوم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.","An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",نباتي,Vegetarian,Low,3.7,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg
427,سمك سجق بالصلصة,Fish Sausage with sauce,"سجق، ملح، فلفل أسود، زيت، بصل، طماطم","Sausage, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سجق، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.","An Egyptian dish made with Sausage, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",لحوم,Meat,High,4.2,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg
428,طعمية بسلة بالسمنة البلدي,Taameya Peas with ghee baladi,"بسلة، ملح، فلفل أسود، زيت، بصل، طماطم","Peas, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بسلة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",نباتي,Vegetarian,Low,4.7,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
429,طعمية أرز في الفرن,Taameya Rice in the oven,"أرز، ملح، فلفل أسود، زيت، بصل، طماطم","Rice, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من أرز، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Rice, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,4.1,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
430,سمك فول في الفرن,Fish Fava Beans in the oven,"فول، ملح، فلفل أسود، زيت، بصل، طماطم","Fava beans, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فول، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة في الفرن.","An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a في الفرن style.",نباتي,Vegetarian,Low,4.6,https://upload.wikimedia.org/wikipedia/commons/1/11/Grilled_fish.jpg
431,مكرونة بسلة بالصلصة,Pasta Peas with sauce,"بسلة، ملح، فلفل أسود، زيت، بصل، طماطم","Peas, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بسلة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.","An Egyptian dish made with Peas, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",نباتي,Vegetarian,Low,4.8,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
432,فتة كبدة بلدي,Fattah Liver baladi,"كبدة، ملح، فلفل أسود، زيت، بصل، طماطم","Liver, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كبدة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بلدي.","An Egyptian dish made with Liver, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بلدي style.",لحوم,Meat,High,3.9,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
433,كفتة سبانخ مشوي,Kofta Spinach grilled,"سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم","Spinach, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مشوي.","An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مشوي style.",نباتي,Vegetarian,Low,4.7,https://upload.wikimedia.org/wikipedia/commons/7/77/Fattah.jpg
434,ملوخية كوسة بالصلصة,Molokhia Zucchini with sauce,"كوسة، ملح، فلفل أسود، زيت، بصل، طماطم","Zucchini, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من كوسة، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالصلصة.","An Egyptian dish made with Zucchini, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالصلصة style.",نباتي,Vegetarian,Low,4.1,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
435,طاجن فول بالسمنة البلدي,Tagine Fava Beans with ghee baladi,"فول، ملح، فلفل أسود، زيت، بصل، طماطم","Fava beans, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فول، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Fava beans, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",نباتي,Vegetarian,Low,4.3,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
436,طعمية فراخ إسكندراني,Taameya Chicken Alexandrian style,"فراخ، ملح، فلفل أسود، زيت، بصل، طماطم","Chicken, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من فراخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة إسكندراني.","An Egyptian dish made with Chicken, Salt, Black pepper, Oil, Onion, Tomato, prepared in a إسكندراني style.",دواجن,Poultry,Medium,4.6,https://upload.wikimedia.org/wikipedia/commons/b/bc/Chicken_grill.jpg
437,فول ثوم سبايسي,Fava Beans Garlic spicy,"ثوم، ملح، فلفل أسود، زيت، بصل، طماطم","Garlic, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من ثوم، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة سبايسي.","An Egyptian dish made with Garlic, Salt, Black pepper, Oil, Onion, Tomato, prepared in a سبايسي style.",نباتي,Vegetarian,Low,3.9,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
438,ملوخية بطاطس بالسمنة البلدي,Molokhia Potato with ghee baladi,"بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم","Potato, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من بطاطس، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة بالسمنة البلدي.","An Egyptian dish made with Potato, Salt, Black pepper, Oil, Onion, Tomato, prepared in a بالسمنة البلدي style.",نباتي,Vegetarian,Low,3.7,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg
439,سلطة سبانخ مقلي,Salad Spinach fried,"سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم","Spinach, Salt, Black pepper, Oil, Onion, Tomato","طبق مصري يتكون من سبانخ، ملح، فلفل أسود، زيت، بصل، طماطم ويُحضّر بطريقة مقلي.","An Egyptian dish made with Spinach, Salt, Black pepper, Oil, Onion, Tomato, prepared in a مقلي style.",نباتي,Vegetarian,Low,4.2,https://upload.wikimedia.org/wikipedia/commons/2/22/Salad_plate.jpg
